bucket,source,blocker_class,events,targets
2026-05-17T05:00:00Z,critical-path launches,PR07C owner evidence,1,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T05:00:00Z,critical-path launches,critical-path launch,3,ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b
2026-05-17T05:00:00Z,critical-path launches,deferred-family validation,2,deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z
2026-05-17T05:00:00Z,critical-path launches,seed reducer/final-stack,1,pr17-1020002
2026-05-17T05:30:00Z,critical-path launches,PR07C owner evidence,1,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T05:30:00Z,critical-path launches,critical-path launch,7,ready-rtc-pr14b-table-query-array-local-suffix-append; ready-rtc-pr06b-malformed-save-request-payload-minimal; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b
2026-05-17T05:30:00Z,critical-path launches,deferred-family validation,22,deferred-rtc-reload-hydration-20260517t042707z; deferred-rtc-http-room-isolation-20260517t023739z; deferred-rtc-pre-save-search-live-collapse-20260517t022131z; deferred-rtc-rich-text-suffix-corruption-20260517t022133z; deferred-rtc-malformed-save-payload-20260517t012122z
2026-05-17T05:30:00Z,critical-path launches,seed reducer/final-stack,5,seed-5200005-reducer; seed-1060015-reducer; pr17-1020002
2026-05-17T06:00:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T06:00:00Z,critical-path launches,critical-path launch,10,ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append; ready-rtc-pr06b-malformed-save-request-payload-minimal
2026-05-17T06:00:00Z,critical-path launches,deferred-family validation,25,deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t042707z; deferred-rtc-http-room-isolation-20260517t023739z; deferred-rtc-pre-save-search-live-collapse-20260517t022131z
2026-05-17T06:00:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T06:30:00Z,critical-path launches,PR07C owner evidence,3,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T06:30:00Z,critical-path launches,critical-path launch,15,ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append; ready-rtc-pr06b-malformed-save-request-payload-minimal
2026-05-17T06:30:00Z,critical-path launches,deferred-family validation,30,deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t042707z; deferred-rtc-http-room-isolation-20260517t023739z; deferred-rtc-pre-save-search-live-collapse-20260517t022131z
2026-05-17T06:30:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T07:00:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T07:00:00Z,critical-path launches,critical-path launch,10,ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append; ready-rtc-pr06b-malformed-save-request-payload-minimal
2026-05-17T07:00:00Z,critical-path launches,deferred-family validation,24,deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t065722z; deferred-rtc-reload-hydration-20260517t042707z
2026-05-17T07:00:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T07:30:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T07:30:00Z,critical-path launches,critical-path launch,12,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T07:30:00Z,critical-path launches,deferred-family validation,23,deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t065722z; deferred-rtc-reload-hydration-20260517t042707z
2026-05-17T07:30:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T08:00:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T08:00:00Z,critical-path launches,critical-path launch,12,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T08:00:00Z,critical-path launches,deferred-family validation,22,deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t065722z; deferred-rtc-reload-hydration-20260517t042707z
2026-05-17T08:00:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T08:30:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T08:30:00Z,critical-path launches,critical-path launch,12,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T08:30:00Z,critical-path launches,deferred-family validation,21,deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t065722z; deferred-rtc-reload-hydration-20260517t042707z
2026-05-17T08:30:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T09:00:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T09:00:00Z,critical-path launches,critical-path launch,12,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T09:00:00Z,critical-path launches,deferred-family validation,22,deferred-rtc-reload-hydration-20260517t073541z; deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t065722z
2026-05-17T09:00:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T09:30:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T09:30:00Z,critical-path launches,critical-path launch,12,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T09:30:00Z,critical-path launches,deferred-family validation,22,deferred-rtc-reload-hydration-20260517t073541z; deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t065722z
2026-05-17T09:30:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T10:00:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T10:00:00Z,critical-path launches,critical-path launch,10,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T10:00:00Z,critical-path launches,deferred-family validation,24,deferred-rtc-reload-hydration-20260517t073541z; deferred-rtc-reload-hydration-20260517t093634z; deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z
2026-05-17T10:00:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T10:30:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T10:30:00Z,critical-path launches,critical-path launch,10,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T10:30:00Z,critical-path launches,deferred-family validation,24,deferred-rtc-reload-hydration-20260517t073541z; deferred-rtc-reload-hydration-20260517t093634z; deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z
2026-05-17T10:30:00Z,critical-path launches,seed reducer/final-stack,5,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T11:00:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T11:00:00Z,critical-path launches,critical-path launch,7,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T11:00:00Z,critical-path launches,deferred-family validation,17,deferred-rtc-reload-hydration-20260517t073541z; deferred-rtc-reload-hydration-20260517t093634z; deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z
2026-05-17T11:00:00Z,critical-path launches,seed reducer/final-stack,5,seed-1060015-reducer; pr17-1020002; seed-5200005-reducer
2026-05-17T11:30:00Z,critical-path launches,PR07C owner evidence,1,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T11:30:00Z,critical-path launches,critical-path launch,8,ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append; ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b
2026-05-17T11:30:00Z,critical-path launches,deferred-family validation,21,deferred-rtc-reload-hydration-20260517t100637z; deferred-rtc-reload-hydration-20260517t065722z; deferred-rtc-reload-hydration-20260517t042707z; deferred-rtc-reload-hydration-20260517t062719z; deferred-rtc-http-room-isolation-20260517t023739z
2026-05-17T11:30:00Z,critical-path launches,seed reducer/final-stack,5,seed-5200005-reducer; seed-1060015-reducer; pr17-1020002
2026-05-17T12:00:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T12:00:00Z,critical-path launches,critical-path launch,10,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T12:00:00Z,critical-path launches,deferred-family validation,23,deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t100637z; deferred-rtc-reload-hydration-20260517t065722z
2026-05-17T12:00:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T12:30:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T12:30:00Z,critical-path launches,critical-path launch,10,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T12:30:00Z,critical-path launches,deferred-family validation,24,deferred-rtc-reload-hydration-20260517t093634z; deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t100637z
2026-05-17T12:30:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T13:00:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T13:00:00Z,critical-path launches,critical-path launch,10,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T13:00:00Z,critical-path launches,deferred-family validation,24,deferred-rtc-reload-hydration-20260517t093634z; deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t100637z
2026-05-17T13:00:00Z,critical-path launches,seed reducer/final-stack,6,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T13:30:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T13:30:00Z,critical-path launches,critical-path launch,28,ready-rtc-pr03b-browser-revision-restore-crdt-invalidation; ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append
2026-05-17T13:30:00Z,critical-path launches,deferred-family validation,11,deferred-rtc-reload-hydration-20260517t093634z; deferred-rtc-reload-hydration-20260517t055716z; deferred-rtc-reload-hydration-20260517t045710z; deferred-rtc-reload-hydration-20260517t035704z; deferred-rtc-reload-hydration-20260517t100637z
2026-05-17T13:30:00Z,critical-path launches,seed reducer/final-stack,5,pr17-1020002; seed-5200005-reducer; seed-1060015-reducer
2026-05-17T14:00:00Z,critical-path launches,PR07C owner evidence,2,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T14:00:00Z,critical-path launches,critical-path launch,28,ready-rtc-pr06b-malformed-save-request-payload; ready-rtc-pr15c-fallback-group-delete-green; ready-rtc-pr07b-save-response-manager-base-record; ready-rtc-pr09-store-lock-fairness; ready-rtc-pr10-crdt-block-rebase
2026-05-17T14:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer; seed-1060015-reducer
2026-05-17T14:30:00Z,critical-path launches,PR07C owner evidence,1,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T14:30:00Z,critical-path launches,critical-path launch,30,cycle264-pr05d-clean-base-semicolonless-entity-validation; ready-rtc-pr06b-malformed-save-request-payload-minimal; ready-rtc-pr02a-http-room-isolation-regression; ready-rtc-pr14-table-body-array-green; ready-rtc-pr15a-fallback-group-move-green
2026-05-17T14:30:00Z,critical-path launches,seed reducer/final-stack,4,seed-5200005-reducer; seed-1060015-reducer
2026-05-17T15:00:00Z,critical-path launches,PR07C owner evidence,1,ready-rtc-pr07c-reload-record-snapshots
2026-05-17T15:00:00Z,critical-path launches,critical-path launch,10,ready-rtc-pr15c-fallback-group-delete-green-on-pr14b; ready-rtc-pr15a-fallback-group-move-green-on-pr14b; ready-rtc-pr15b-fallback-group-insert-anchor-green-on-pr14b; ready-rtc-pr14b-table-query-array-local-suffix-append; cycle264-pr05d-clean-base-semicolonless-entity-validation
2026-05-17T15:00:00Z,critical-path launches,seed reducer/final-stack,2,seed-5200005-reducer; seed-1060015-reducer
2026-05-17T17:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-17T17:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-17T18:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-17T18:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-17T19:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-17T19:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-17T20:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-17T20:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-17T21:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-17T21:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-17T22:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-17T22:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-17T23:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-17T23:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T00:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T00:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T01:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T01:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T02:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T02:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T03:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T03:30:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T04:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T05:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T05:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T06:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T06:30:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T07:30:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T08:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T10:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T10:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T11:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T11:30:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T12:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T13:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T13:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T14:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T14:30:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T15:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T15:30:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T16:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T16:30:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T17:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T17:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-18T18:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-18T18:30:00Z,PR controller,resource/discovery reserve,12,PR07C/HOLD-07C
2026-05-18T19:00:00Z,PR controller,resource/discovery reserve,7,PR07C/HOLD-07C
2026-05-18T19:00:00Z,PR controller,single-flight/concurrency,5,PR07C/HOLD-07C
2026-05-18T19:30:00Z,PR controller,resource/discovery reserve,3,PR07C/HOLD-07C
2026-05-18T19:30:00Z,PR controller,single-flight/concurrency,8,PR07C/HOLD-07C
2026-05-18T20:00:00Z,PR controller,resource/discovery reserve,7,PR07C/HOLD-07C
2026-05-18T20:00:00Z,PR controller,single-flight/concurrency,5,PR07C/HOLD-07C
2026-05-18T20:30:00Z,PR controller,consumed owner evidence,3,PR07C/HOLD-07C
2026-05-18T20:30:00Z,PR controller,resource/discovery reserve,4,PR07C/HOLD-07C
2026-05-18T20:30:00Z,PR controller,single-flight/concurrency,4,PR07C/HOLD-07C
2026-05-18T21:00:00Z,PR controller,consumed owner evidence,17,PR07C/HOLD-07C
2026-05-18T21:30:00Z,PR controller,consumed owner evidence,13,PR07C/HOLD-07C
2026-05-18T21:30:00Z,PR controller,single-flight/concurrency,1,PR07C/HOLD-07C
2026-05-18T22:00:00Z,PR controller,consumed owner evidence,11,PR07C/HOLD-07C
2026-05-18T22:00:00Z,PR controller,single-flight/concurrency,2,PR07C/HOLD-07C
2026-05-18T22:30:00Z,PR controller,consumed owner evidence,8,PR07C/HOLD-07C
2026-05-18T22:30:00Z,PR controller,resource/discovery reserve,1,PR07C/HOLD-07C
2026-05-18T22:30:00Z,PR controller,single-flight/concurrency,3,PR07C/HOLD-07C
2026-05-18T23:00:00Z,PR controller,resource/discovery reserve,15,PR07C/HOLD-07C
2026-05-18T23:30:00Z,PR controller,resource/discovery reserve,14,PR07C/HOLD-07C
2026-05-19T00:00:00Z,PR controller,resource/discovery reserve,15,PR07C/HOLD-07C
2026-05-19T00:30:00Z,PR controller,resource/discovery reserve,15,PR07C/HOLD-07C
2026-05-19T01:00:00Z,PR controller,resource/discovery reserve,15,PR07C/HOLD-07C
2026-05-19T01:30:00Z,PR controller,consumed owner evidence,1,PR07C/HOLD-07C
2026-05-19T01:30:00Z,PR controller,resource/discovery reserve,10,PR07C/HOLD-07C
2026-05-19T01:30:00Z,PR controller,single-flight/concurrency,2,PR07C/HOLD-07C
2026-05-19T02:00:00Z,PR controller,consumed owner evidence,1,PR07C/HOLD-07C
2026-05-19T02:00:00Z,PR controller,resource/discovery reserve,8,PR07C/HOLD-07C
2026-05-19T02:00:00Z,PR controller,single-flight/concurrency,3,PR07C/HOLD-07C
2026-05-19T02:30:00Z,PR controller,resource/discovery reserve,15,PR07C/HOLD-07C
2026-05-19T03:00:00Z,PR controller,consumed owner evidence,1,PR07C/HOLD-07C
2026-05-19T03:00:00Z,PR controller,resource/discovery reserve,12,PR07C/HOLD-07C
2026-05-19T03:00:00Z,PR controller,single-flight/concurrency,1,PR07C/HOLD-07C
2026-05-19T03:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-19T03:30:00Z,PR controller,resource/discovery reserve,1,PR07C/HOLD-07C
2026-05-19T04:00:00Z,PR controller,consumed owner evidence,3,PR07C/HOLD-07C
2026-05-19T04:00:00Z,PR controller,resource/discovery reserve,8,PR07C/HOLD-07C
2026-05-19T04:00:00Z,PR controller,single-flight/concurrency,2,PR07C/HOLD-07C
2026-05-19T04:30:00Z,PR controller,resource/discovery reserve,14,PR07C/HOLD-07C
2026-05-19T05:00:00Z,PR controller,resource/discovery reserve,13,PR07C/HOLD-07C
2026-05-19T05:00:00Z,PR controller,single-flight/concurrency,1,PR07C/HOLD-07C
2026-05-19T05:30:00Z,PR controller,consumed owner evidence,8,PR07C/HOLD-07C
2026-05-19T05:30:00Z,PR controller,resource/discovery reserve,7,PR07C/HOLD-07C
2026-05-19T06:00:00Z,PR controller,resource/discovery reserve,15,PR07C/HOLD-07C
2026-05-19T06:30:00Z,PR controller,consumed owner evidence,1,PR07C/HOLD-07C
2026-05-19T06:30:00Z,PR controller,resource/discovery reserve,10,PR07C/HOLD-07C
2026-05-19T06:30:00Z,PR controller,single-flight/concurrency,2,PR07C/HOLD-07C
2026-05-19T07:00:00Z,PR controller,resource/discovery reserve,14,PR07C/HOLD-07C
2026-05-19T07:30:00Z,PR controller,consumed owner evidence,14,PR07C/HOLD-07C
2026-05-19T07:30:00Z,PR controller,single-flight/concurrency,1,PR07C/HOLD-07C
2026-05-19T08:00:00Z,PR controller,consumed owner evidence,2,PR07C/HOLD-07C
2026-05-19T08:00:00Z,PR controller,resource/discovery reserve,8,PR07C/HOLD-07C
2026-05-19T08:00:00Z,PR controller,single-flight/concurrency,3,PR07C/HOLD-07C
2026-05-19T08:30:00Z,PR controller,consumed owner evidence,5,PR07C/HOLD-07C
2026-05-19T08:30:00Z,PR controller,resource/discovery reserve,4,PR07C/HOLD-07C
2026-05-19T08:30:00Z,PR controller,single-flight/concurrency,1,PR07C/HOLD-07C
2026-05-19T08:30:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-19T09:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T09:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T10:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T10:30:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-19T11:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T11:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T12:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T12:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T13:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T13:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T14:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-19T14:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T15:00:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T15:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
2026-05-19T16:00:00Z,critical-path launches,PR07C owner evidence,1,pr07c-browser-env
2026-05-19T16:30:00Z,critical-path launches,PR07C owner evidence,2,pr07c-browser-env
