bucket,fuzz_level,executions,primary_executions,successful_executions,approximate,campaigns,cumulative_executions,executions_per_hour
2026-05-15T00:45:00Z,browser-e2e,1,1,0,FALSE,1,1,4
2026-05-15T01:00:00Z,browser-e2e,29,25,0,FALSE,1,30,116
2026-05-15T01:15:00Z,browser-e2e,78,71,0,FALSE,2,108,312
2026-05-15T01:30:00Z,browser-e2e,199,188,0,FALSE,1,307,796
2026-05-15T01:45:00Z,browser-e2e,564,533,0,FALSE,1,871,2256
2026-05-15T02:00:00Z,browser-e2e,548,486,0,FALSE,1,1419,2192
2026-05-15T02:15:00Z,browser-e2e,262,200,43,FALSE,2,1681,1048
2026-05-15T02:30:00Z,browser-e2e,307,196,62,FALSE,2,1988,1228
2026-05-15T02:45:00Z,browser-e2e,332,219,48,FALSE,2,2320,1328
2026-05-15T03:00:00Z,browser-e2e,494,353,46,FALSE,2,2814,1976
2026-05-15T03:15:00Z,browser-e2e,550,386,36,FALSE,2,3364,2200
2026-05-15T03:30:00Z,browser-e2e,90,60,4,FALSE,2,3454,360
2026-05-15T03:45:00Z,browser-e2e,129,81,4,FALSE,1,3583,516
2026-05-15T04:00:00Z,browser-e2e,101,69,6,FALSE,1,3684,404
2026-05-15T04:15:00Z,browser-e2e,100,63,2,FALSE,1,3784,400
2026-05-15T04:30:00Z,browser-e2e,97,60,2,FALSE,1,3881,388
2026-05-15T04:45:00Z,browser-e2e,118,85,3,FALSE,1,3999,472
2026-05-15T05:00:00Z,browser-e2e,253,164,26,FALSE,2,4252,1012
2026-05-15T05:15:00Z,browser-e2e,168,115,46,FALSE,2,4420,672
2026-05-15T05:30:00Z,browser-e2e,206,146,49,FALSE,2,4626,824
2026-05-15T05:45:00Z,browser-e2e,469,265,39,FALSE,2,5095,1876
2026-05-15T06:00:00Z,browser-e2e,221,171,108,FALSE,2,5316,884
2026-05-15T06:15:00Z,browser-e2e,218,159,78,FALSE,3,5534,872
2026-05-15T06:30:00Z,browser-e2e,201,145,72,FALSE,3,5735,804
2026-05-15T06:45:00Z,browser-e2e,208,168,68,FALSE,4,5943,832
2026-05-15T07:00:00Z,browser-e2e,234,210,7,FALSE,4,6177,936
2026-05-15T07:15:00Z,browser-e2e,233,206,4,FALSE,4,6410,932
2026-05-15T07:30:00Z,browser-e2e,232,212,6,FALSE,4,6642,928
2026-05-15T07:45:00Z,browser-e2e,239,219,4,FALSE,3,6881,956
2026-05-15T08:00:00Z,browser-e2e,228,206,0,FALSE,4,7109,912
2026-05-15T08:15:00Z,browser-e2e,241,213,10,FALSE,4,7350,964
2026-05-15T08:30:00Z,browser-e2e,215,147,2,FALSE,4,7565,860
2026-05-15T08:45:00Z,browser-e2e,230,150,9,FALSE,4,7795,920
2026-05-15T09:00:00Z,browser-e2e,244,166,17,FALSE,4,8039,976
2026-05-15T09:15:00Z,browser-e2e,251,160,25,FALSE,4,8290,1004
2026-05-15T09:30:00Z,browser-e2e,247,170,24,FALSE,4,8537,988
2026-05-15T09:45:00Z,browser-e2e,245,165,22,FALSE,4,8782,980
2026-05-15T10:00:00Z,browser-e2e,253,174,25,FALSE,4,9035,1012
2026-05-15T10:15:00Z,browser-e2e,255,171,34,FALSE,4,9290,1020
2026-05-15T10:30:00Z,browser-e2e,236,169,27,FALSE,4,9526,944
2026-05-15T10:45:00Z,browser-e2e,248,162,25,FALSE,4,9774,992
2026-05-15T11:00:00Z,browser-e2e,257,170,26,FALSE,4,10031,1028
2026-05-15T11:15:00Z,browser-e2e,250,171,28,FALSE,4,10281,1000
2026-05-15T11:30:00Z,browser-e2e,253,167,24,FALSE,4,10534,1012
2026-05-15T11:45:00Z,browser-e2e,256,181,37,FALSE,4,10790,1024
2026-05-15T12:00:00Z,browser-e2e,280,191,45,FALSE,4,11070,1120
2026-05-15T12:15:00Z,browser-e2e,275,196,57,FALSE,4,11345,1100
2026-05-15T12:30:00Z,browser-e2e,278,198,52,FALSE,4,11623,1112
2026-05-15T12:45:00Z,browser-e2e,277,195,60,FALSE,4,11900,1108
2026-05-15T13:00:00Z,browser-e2e,283,207,69,FALSE,4,12183,1132
2026-05-15T13:15:00Z,browser-e2e,297,220,75,FALSE,4,12480,1188
2026-05-15T13:30:00Z,browser-e2e,313,234,75,FALSE,4,12793,1252
2026-05-15T13:45:00Z,browser-e2e,309,217,76,FALSE,4,13102,1236
2026-05-15T14:00:00Z,browser-e2e,300,213,71,FALSE,4,13402,1200
2026-05-15T14:15:00Z,browser-e2e,293,207,71,FALSE,4,13695,1172
2026-05-15T14:30:00Z,browser-e2e,298,222,73,FALSE,4,13993,1192
2026-05-15T14:45:00Z,browser-e2e,308,214,72,FALSE,4,14301,1232
2026-05-15T15:00:00Z,browser-e2e,305,218,85,FALSE,4,14606,1220
2026-05-15T15:15:00Z,browser-e2e,312,230,88,FALSE,4,14918,1248
2026-05-15T15:30:00Z,browser-e2e,317,241,96,FALSE,4,15235,1268
2026-05-15T15:45:00Z,browser-e2e,307,224,85,FALSE,4,15542,1228
2026-05-15T16:00:00Z,browser-e2e,314,228,89,FALSE,4,15856,1256
2026-05-15T16:15:00Z,browser-e2e,296,213,93,FALSE,4,16152,1184
2026-05-15T16:30:00Z,browser-e2e,285,204,94,FALSE,4,16437,1140
2026-05-15T16:45:00Z,browser-e2e,326,231,124,FALSE,4,16763,1304
2026-05-15T17:00:00Z,browser-e2e,253,206,150,FALSE,4,17016,1012
2026-05-15T17:15:00Z,browser-e2e,263,198,133,FALSE,4,17279,1052
2026-05-15T17:30:00Z,browser-e2e,250,200,146,FALSE,4,17529,1000
2026-05-15T17:45:00Z,browser-e2e,252,206,156,FALSE,4,17781,1008
2026-05-15T18:00:00Z,browser-e2e,322,235,150,FALSE,4,18103,1288
2026-05-15T18:15:00Z,browser-e2e,372,272,152,FALSE,4,18475,1488
2026-05-15T18:30:00Z,browser-e2e,411,307,179,FALSE,4,18886,1644
2026-05-15T18:45:00Z,browser-e2e,338,271,156,FALSE,4,19224,1352
2026-05-15T19:00:00Z,browser-e2e,331,257,139,FALSE,4,19555,1324
2026-05-15T19:15:00Z,browser-e2e,364,283,175,FALSE,4,19919,1456
2026-05-15T19:30:00Z,browser-e2e,373,288,179,FALSE,4,20292,1492
2026-05-15T19:45:00Z,browser-e2e,366,286,170,FALSE,4,20658,1464
2026-05-15T20:00:00Z,browser-e2e,316,235,134,FALSE,4,20974,1264
2026-05-15T20:15:00Z,browser-e2e,322,252,141,FALSE,4,21296,1288
2026-05-15T20:30:00Z,browser-e2e,459,366,197,FALSE,4,21755,1836
2026-05-15T20:45:00Z,browser-e2e,442,344,168,FALSE,4,22197,1768
2026-05-15T21:00:00Z,browser-e2e,415,310,157,FALSE,4,22612,1660
2026-05-15T21:15:00Z,browser-e2e,459,348,201,FALSE,4,23071,1836
2026-05-15T21:30:00Z,browser-e2e,450,348,189,FALSE,4,23521,1800
2026-05-15T21:45:00Z,browser-e2e,442,353,189,FALSE,4,23963,1768
2026-05-15T22:00:00Z,browser-e2e,427,353,199,FALSE,4,24390,1708
2026-05-15T22:15:00Z,browser-e2e,418,327,179,FALSE,4,24808,1672
2026-05-15T22:30:00Z,browser-e2e,387,297,152,FALSE,4,25195,1548
2026-05-15T22:45:00Z,browser-e2e,675,423,114,FALSE,4,25870,2700
2026-05-15T23:00:00Z,browser-e2e,343,255,113,FALSE,4,26213,1372
2026-05-15T23:15:00Z,browser-e2e,345,254,116,FALSE,4,26558,1380
2026-05-15T23:30:00Z,browser-e2e,505,338,107,FALSE,4,27063,2020
2026-05-15T23:45:00Z,browser-e2e,674,411,106,FALSE,4,27737,2696
2026-05-16T00:00:00Z,browser-e2e,346,261,155,FALSE,4,28083,1384
2026-05-16T00:15:00Z,browser-e2e,324,231,105,FALSE,4,28407,1296
2026-05-16T00:30:00Z,browser-e2e,850,445,4,FALSE,4,29257,3400
2026-05-16T00:45:00Z,browser-e2e,377,254,112,FALSE,4,29634,1508
2026-05-16T01:00:00Z,browser-e2e,353,253,121,FALSE,4,29987,1412
2026-05-16T01:15:00Z,browser-e2e,442,288,103,FALSE,4,30429,1768
2026-05-16T01:30:00Z,browser-e2e,867,498,125,FALSE,4,31296,3468
2026-05-16T01:45:00Z,browser-e2e,377,270,145,FALSE,4,31673,1508
2026-05-16T02:00:00Z,browser-e2e,348,250,138,FALSE,4,32021,1392
2026-05-16T02:15:00Z,browser-e2e,387,285,161,FALSE,4,32408,1548
2026-05-16T02:30:00Z,browser-e2e,398,307,196,FALSE,4,32806,1592
2026-05-16T02:45:00Z,browser-e2e,365,277,167,FALSE,4,33171,1460
2026-05-16T03:00:00Z,browser-e2e,395,306,172,FALSE,4,33566,1580
2026-05-16T03:15:00Z,browser-e2e,316,262,108,FALSE,4,33882,1264
2026-05-16T03:30:00Z,browser-e2e,315,253,102,FALSE,4,34197,1260
2026-05-16T03:45:00Z,browser-e2e,301,255,104,FALSE,4,34498,1204
2026-05-16T04:00:00Z,browser-e2e,314,266,119,FALSE,4,34812,1256
2026-05-16T04:15:00Z,browser-e2e,346,279,128,FALSE,4,35158,1384
2026-05-16T04:30:00Z,browser-e2e,395,294,139,FALSE,4,35553,1580
2026-05-16T04:45:00Z,browser-e2e,400,295,133,FALSE,4,35953,1600
2026-05-16T05:00:00Z,browser-e2e,333,264,107,FALSE,4,36286,1332
2026-05-16T05:15:00Z,browser-e2e,298,244,102,FALSE,4,36584,1192
2026-05-16T05:30:00Z,browser-e2e,341,276,114,FALSE,4,36925,1364
2026-05-16T05:45:00Z,browser-e2e,326,257,98,FALSE,4,37251,1304
2026-05-16T06:00:00Z,browser-e2e,315,253,92,FALSE,4,37566,1260
2026-05-16T06:15:00Z,browser-e2e,673,402,62,FALSE,4,38239,2692
2026-05-16T06:30:00Z,browser-e2e,402,293,132,FALSE,4,38641,1608
2026-05-16T06:45:00Z,browser-e2e,388,285,127,FALSE,4,39029,1552
2026-05-16T07:00:00Z,browser-e2e,396,293,136,FALSE,4,39425,1584
2026-05-16T07:15:00Z,browser-e2e,416,319,157,FALSE,4,39841,1664
2026-05-16T07:30:00Z,browser-e2e,384,278,118,FALSE,4,40225,1536
2026-05-16T07:45:00Z,browser-e2e,409,302,134,FALSE,4,40634,1636
2026-05-16T08:00:00Z,browser-e2e,403,303,146,FALSE,4,41037,1612
2026-05-16T08:15:00Z,browser-e2e,410,306,137,FALSE,4,41447,1640
2026-05-16T08:30:00Z,browser-e2e,400,283,113,FALSE,4,41847,1600
2026-05-16T08:45:00Z,browser-e2e,400,297,142,FALSE,4,42247,1600
2026-05-16T09:00:00Z,browser-e2e,398,286,129,FALSE,4,42645,1592
2026-05-16T09:15:00Z,browser-e2e,404,301,114,FALSE,4,43049,1616
2026-05-16T09:30:00Z,browser-e2e,314,255,87,FALSE,4,43363,1256
2026-05-16T09:45:00Z,browser-e2e,368,296,96,FALSE,4,43731,1472
2026-05-16T10:00:00Z,browser-e2e,312,252,86,FALSE,4,44043,1248
2026-05-16T10:15:00Z,browser-e2e,320,254,92,FALSE,4,44363,1280
2026-05-16T10:30:00Z,browser-e2e,314,245,97,FALSE,4,44677,1256
2026-05-16T10:45:00Z,browser-e2e,305,243,87,FALSE,4,44982,1220
2026-05-16T11:00:00Z,browser-e2e,344,260,103,FALSE,4,45326,1376
2026-05-16T11:15:00Z,browser-e2e,359,269,105,FALSE,4,45685,1436
2026-05-16T11:30:00Z,browser-e2e,292,234,80,FALSE,4,45977,1168
2026-05-16T11:45:00Z,browser-e2e,302,247,89,FALSE,4,46279,1208
2026-05-16T12:00:00Z,browser-e2e,320,256,113,FALSE,4,46599,1280
2026-05-16T12:15:00Z,browser-e2e,354,274,127,FALSE,4,46953,1416
2026-05-16T12:30:00Z,browser-e2e,378,280,130,FALSE,4,47331,1512
2026-05-16T12:45:00Z,browser-e2e,359,268,113,FALSE,4,47690,1436
2026-05-16T13:00:00Z,browser-e2e,314,253,114,FALSE,4,48004,1256
2026-05-16T13:15:00Z,browser-e2e,255,206,124,FALSE,3,48259,1020
2026-05-16T13:30:00Z,browser-e2e,555,322,62,FALSE,3,48814,2220
2026-05-16T13:45:00Z,browser-e2e,197,138,23,FALSE,3,49011,788
2026-05-16T14:00:00Z,browser-e2e,211,147,33,FALSE,3,49222,844
2026-05-16T14:15:00Z,browser-e2e,160,118,28,FALSE,3,49382,640
2026-05-16T14:30:00Z,browser-e2e,806,424,15,FALSE,3,50188,3224
2026-05-16T14:45:00Z,browser-e2e,210,163,104,FALSE,3,50398,840
2026-05-16T15:00:00Z,browser-e2e,224,187,130,FALSE,3,50622,896
2026-05-16T15:15:00Z,browser-e2e,194,151,99,FALSE,3,50816,776
2026-05-16T15:30:00Z,browser-e2e,760,442,113,FALSE,3,51576,3040
2026-05-16T15:45:00Z,browser-e2e,274,216,146,FALSE,3,51850,1096
2026-05-16T16:00:00Z,browser-e2e,241,204,161,FALSE,3,52091,964
2026-05-16T16:15:00Z,browser-e2e,246,213,171,FALSE,3,52337,984
2026-05-16T16:30:00Z,browser-e2e,254,218,180,FALSE,3,52591,1016
2026-05-16T16:45:00Z,browser-e2e,1556,832,80,FALSE,3,54147,6224
2026-05-16T17:00:00Z,browser-e2e,1622,846,47,FALSE,3,55769,6488
2026-05-16T17:15:00Z,browser-e2e,1633,840,34,FALSE,2,57402,6532
2026-05-16T17:30:00Z,browser-e2e,1576,812,29,FALSE,2,58978,6304
2026-05-16T17:45:00Z,browser-e2e,1603,834,45,FALSE,3,60581,6412
2026-05-16T18:00:00Z,browser-e2e,1703,893,82,FALSE,3,62284,6812
2026-05-16T18:15:00Z,browser-e2e,1615,849,72,FALSE,3,63899,6460
2026-05-16T18:30:00Z,browser-e2e,1588,831,73,FALSE,3,65487,6352
2026-05-16T18:45:00Z,browser-e2e,1663,882,89,FALSE,3,67150,6652
2026-05-16T19:00:00Z,browser-e2e,1620,861,85,FALSE,3,68770,6480
2026-05-16T19:15:00Z,browser-e2e,1672,874,71,FALSE,3,70442,6688
2026-05-16T19:30:00Z,browser-e2e,1623,846,71,FALSE,3,72065,6492
2026-05-16T19:45:00Z,browser-e2e,1653,869,84,FALSE,3,73718,6612
2026-05-16T20:00:00Z,browser-e2e,1056,551,45,FALSE,3,74774,4224
2026-05-16T20:15:00Z,browser-e2e,1630,849,55,FALSE,3,76404,6520
2026-05-16T20:30:00Z,browser-e2e,1653,862,58,FALSE,3,78057,6612
2026-05-16T20:45:00Z,browser-e2e,1644,854,39,FALSE,3,79701,6576
2026-05-16T21:00:00Z,browser-e2e,1650,853,39,FALSE,3,81351,6600
2026-05-16T21:15:00Z,browser-e2e,1731,889,19,FALSE,3,83082,6924
2026-05-16T21:30:00Z,browser-e2e,1765,894,11,FALSE,3,84847,7060
2026-05-16T21:45:00Z,browser-e2e,1809,919,7,FALSE,2,86656,7236
2026-05-16T22:00:00Z,browser-e2e,1494,769,3,FALSE,2,88150,5976
2026-05-16T22:15:00Z,browser-e2e,578,304,23,FALSE,2,88728,2312
2026-05-16T22:30:00Z,browser-e2e,496,272,37,FALSE,2,89224,1984
2026-05-16T22:45:00Z,browser-e2e,484,265,39,FALSE,2,89708,1936
2026-05-16T23:00:00Z,browser-e2e,502,278,45,FALSE,2,90210,2008
2026-05-16T23:15:00Z,browser-e2e,495,268,44,FALSE,2,90705,1980
2026-05-16T23:30:00Z,browser-e2e,498,274,43,FALSE,2,91203,1992
2026-05-16T23:45:00Z,browser-e2e,495,272,47,FALSE,2,91698,1980
2026-05-17T00:00:00Z,browser-e2e,279,157,33,FALSE,2,91977,1116
2026-05-15T00:45:00Z,transport-integration,1,1,0,FALSE,1,1,4
2026-05-15T01:00:00Z,transport-integration,3,2,0,FALSE,1,4,12
2026-05-15T01:15:00Z,transport-integration,25,17,0,FALSE,2,29,100
2026-05-15T01:30:00Z,transport-integration,0,0,0,FALSE,0,29,0
2026-05-15T01:45:00Z,transport-integration,23,14,0,FALSE,1,52,92
2026-05-15T02:00:00Z,transport-integration,42,22,0,FALSE,1,94,168
2026-05-15T02:15:00Z,transport-integration,19,10,0,FALSE,2,113,76
2026-05-15T02:30:00Z,transport-integration,30,16,0,FALSE,2,143,120
2026-05-15T02:45:00Z,transport-integration,36,17,0,FALSE,2,179,144
2026-05-15T03:00:00Z,transport-integration,53,27,0,FALSE,2,232,212
2026-05-15T03:15:00Z,transport-integration,61,32,0,FALSE,2,293,244
2026-05-15T03:30:00Z,transport-integration,12,6,0,FALSE,1,305,48
2026-05-15T03:45:00Z,transport-integration,18,9,0,FALSE,1,323,72
2026-05-15T04:00:00Z,transport-integration,12,7,0,FALSE,1,335,48
2026-05-15T04:15:00Z,transport-integration,13,7,0,FALSE,1,348,52
2026-05-15T04:30:00Z,transport-integration,14,7,0,FALSE,1,362,56
2026-05-15T04:45:00Z,transport-integration,17,8,0,FALSE,1,379,68
2026-05-15T05:00:00Z,transport-integration,24,13,0,FALSE,2,403,96
2026-05-15T05:15:00Z,transport-integration,13,7,0,FALSE,2,416,52
2026-05-15T05:30:00Z,transport-integration,16,8,1,FALSE,2,432,64
2026-05-15T05:45:00Z,transport-integration,47,24,0,FALSE,2,479,188
2026-05-15T06:00:00Z,transport-integration,14,7,0,FALSE,1,493,56
2026-05-15T06:15:00Z,transport-integration,21,14,7,FALSE,2,514,84
2026-05-15T06:30:00Z,transport-integration,23,15,8,FALSE,2,537,92
2026-05-15T06:45:00Z,transport-integration,18,13,7,FALSE,2,555,72
2026-05-15T07:00:00Z,transport-integration,17,11,3,FALSE,2,572,68
2026-05-15T07:15:00Z,transport-integration,19,11,4,FALSE,2,591,76
2026-05-15T07:30:00Z,transport-integration,18,10,2,FALSE,2,609,72
2026-05-15T07:45:00Z,transport-integration,17,9,1,FALSE,2,626,68
2026-05-15T08:00:00Z,transport-integration,19,12,5,FALSE,2,645,76
2026-05-15T08:15:00Z,transport-integration,16,9,0,FALSE,2,661,64
2026-05-15T08:30:00Z,transport-integration,17,9,2,FALSE,2,678,68
2026-05-15T08:45:00Z,transport-integration,19,11,3,FALSE,2,697,76
2026-05-15T09:00:00Z,transport-integration,15,8,1,FALSE,2,712,60
2026-05-15T09:15:00Z,transport-integration,18,11,4,FALSE,2,730,72
2026-05-15T09:30:00Z,transport-integration,17,10,2,FALSE,2,747,68
2026-05-15T09:45:00Z,transport-integration,19,12,6,FALSE,2,766,76
2026-05-15T10:00:00Z,transport-integration,17,11,5,FALSE,2,783,68
2026-05-15T10:15:00Z,transport-integration,15,8,0,FALSE,2,798,60
2026-05-15T10:30:00Z,transport-integration,15,9,3,FALSE,2,813,60
2026-05-15T10:45:00Z,transport-integration,17,10,2,FALSE,2,830,68
2026-05-15T11:00:00Z,transport-integration,15,8,1,FALSE,2,845,60
2026-05-15T11:15:00Z,transport-integration,18,11,3,FALSE,2,863,72
2026-05-15T11:30:00Z,transport-integration,18,10,3,FALSE,2,881,72
2026-05-15T11:45:00Z,transport-integration,17,9,1,FALSE,2,898,68
2026-05-15T12:00:00Z,transport-integration,15,7,0,FALSE,2,913,60
2026-05-15T12:15:00Z,transport-integration,16,10,4,FALSE,2,929,64
2026-05-15T12:30:00Z,transport-integration,14,8,1,FALSE,2,943,56
2026-05-15T12:45:00Z,transport-integration,15,8,1,FALSE,2,958,60
2026-05-15T13:00:00Z,transport-integration,14,7,1,FALSE,2,972,56
2026-05-15T13:15:00Z,transport-integration,16,9,2,FALSE,2,988,64
2026-05-15T13:30:00Z,transport-integration,13,7,0,FALSE,2,1001,52
2026-05-15T13:45:00Z,transport-integration,15,8,1,FALSE,2,1016,60
2026-05-15T14:00:00Z,transport-integration,13,7,0,FALSE,2,1029,52
2026-05-15T14:15:00Z,transport-integration,16,9,3,FALSE,2,1045,64
2026-05-15T14:30:00Z,transport-integration,17,11,5,FALSE,2,1062,68
2026-05-15T14:45:00Z,transport-integration,16,9,2,FALSE,2,1078,64
2026-05-15T15:00:00Z,transport-integration,18,12,6,FALSE,2,1096,72
2026-05-15T15:15:00Z,transport-integration,17,11,4,FALSE,2,1113,68
2026-05-15T15:30:00Z,transport-integration,18,11,4,FALSE,2,1131,72
2026-05-15T15:45:00Z,transport-integration,15,9,3,FALSE,2,1146,60
2026-05-15T16:00:00Z,transport-integration,16,9,1,FALSE,2,1162,64
2026-05-15T16:15:00Z,transport-integration,18,11,5,FALSE,2,1180,72
2026-05-15T16:30:00Z,transport-integration,17,11,3,FALSE,2,1197,68
2026-05-15T16:45:00Z,transport-integration,18,11,6,FALSE,2,1215,72
2026-05-15T17:00:00Z,transport-integration,19,13,5,FALSE,2,1234,76
2026-05-15T17:15:00Z,transport-integration,19,11,3,FALSE,2,1253,76
2026-05-15T17:30:00Z,transport-integration,23,14,6,FALSE,2,1276,92
2026-05-15T17:45:00Z,transport-integration,17,13,7,FALSE,2,1293,68
2026-05-15T18:00:00Z,transport-integration,20,12,5,FALSE,2,1313,80
2026-05-15T18:15:00Z,transport-integration,26,16,7,FALSE,2,1339,104
2026-05-15T18:30:00Z,transport-integration,24,16,7,FALSE,2,1363,96
2026-05-15T18:45:00Z,transport-integration,23,15,8,FALSE,2,1386,92
2026-05-15T19:00:00Z,transport-integration,26,18,9,FALSE,2,1412,104
2026-05-15T19:15:00Z,transport-integration,27,19,11,FALSE,2,1439,108
2026-05-15T19:30:00Z,transport-integration,27,17,8,FALSE,2,1466,108
2026-05-15T19:45:00Z,transport-integration,29,19,8,FALSE,2,1495,116
2026-05-15T20:00:00Z,transport-integration,23,16,7,FALSE,2,1518,92
2026-05-15T20:15:00Z,transport-integration,17,13,6,FALSE,2,1535,68
2026-05-15T20:30:00Z,transport-integration,30,19,9,FALSE,2,1565,120
2026-05-15T20:45:00Z,transport-integration,27,18,9,FALSE,2,1592,108
2026-05-15T21:00:00Z,transport-integration,26,18,10,FALSE,2,1618,104
2026-05-15T21:15:00Z,transport-integration,27,18,9,FALSE,2,1645,108
2026-05-15T21:30:00Z,transport-integration,30,19,8,FALSE,2,1675,120
2026-05-15T21:45:00Z,transport-integration,25,18,11,FALSE,2,1700,100
2026-05-15T22:00:00Z,transport-integration,21,14,6,FALSE,2,1721,84
2026-05-15T22:15:00Z,transport-integration,24,16,7,FALSE,2,1745,96
2026-05-15T22:30:00Z,transport-integration,28,15,3,FALSE,2,1773,112
2026-05-15T22:45:00Z,transport-integration,101,54,4,FALSE,2,1874,404
2026-05-15T23:00:00Z,transport-integration,38,20,1,FALSE,2,1912,152
2026-05-15T23:15:00Z,transport-integration,36,18,1,FALSE,2,1948,144
2026-05-15T23:30:00Z,transport-integration,63,31,0,FALSE,2,2011,252
2026-05-15T23:45:00Z,transport-integration,162,81,0,FALSE,2,2173,648
2026-05-16T00:00:00Z,transport-integration,22,11,0,FALSE,2,2195,88
2026-05-16T00:15:00Z,transport-integration,21,12,0,FALSE,2,2216,84
2026-05-16T00:30:00Z,transport-integration,102,51,0,FALSE,1,2318,408
2026-05-16T00:45:00Z,transport-integration,11,5,0,FALSE,1,2329,44
2026-05-16T01:00:00Z,transport-integration,9,5,0,FALSE,1,2338,36
2026-05-16T01:15:00Z,transport-integration,24,12,0,FALSE,1,2362,96
2026-05-16T01:30:00Z,transport-integration,166,83,0,FALSE,1,2528,664
2026-05-16T01:45:00Z,transport-integration,6,3,0,FALSE,1,2534,24
2026-05-16T02:00:00Z,transport-integration,5,2,0,FALSE,1,2539,20
2026-05-16T02:15:00Z,transport-integration,6,3,0,FALSE,1,2545,24
2026-05-16T02:30:00Z,transport-integration,5,3,0,FALSE,1,2550,20
2026-05-16T02:45:00Z,transport-integration,6,3,0,FALSE,1,2556,24
2026-05-16T03:00:00Z,transport-integration,8,4,1,FALSE,2,2564,32
2026-05-16T03:15:00Z,transport-integration,21,10,0,FALSE,2,2585,84
2026-05-16T03:30:00Z,transport-integration,24,12,0,FALSE,2,2609,96
2026-05-16T03:45:00Z,transport-integration,20,11,0,FALSE,2,2629,80
2026-05-16T04:00:00Z,transport-integration,15,8,0,FALSE,2,2644,60
2026-05-16T04:15:00Z,transport-integration,8,5,0,FALSE,2,2652,32
2026-05-16T04:30:00Z,transport-integration,5,2,0,FALSE,1,2657,20
2026-05-16T04:45:00Z,transport-integration,7,4,0,FALSE,2,2664,28
2026-05-16T05:00:00Z,transport-integration,19,10,0,FALSE,2,2683,76
2026-05-16T05:15:00Z,transport-integration,18,10,0,FALSE,2,2701,72
2026-05-16T05:30:00Z,transport-integration,15,8,0,FALSE,2,2716,60
2026-05-16T05:45:00Z,transport-integration,20,10,0,FALSE,2,2736,80
2026-05-16T06:00:00Z,transport-integration,13,7,0,FALSE,2,2749,52
2026-05-16T06:15:00Z,transport-integration,98,49,0,FALSE,2,2847,392
2026-05-16T06:30:00Z,transport-integration,5,3,0,FALSE,1,2852,20
2026-05-16T06:45:00Z,transport-integration,6,3,0,FALSE,1,2858,24
2026-05-16T07:00:00Z,transport-integration,6,3,0,FALSE,1,2864,24
2026-05-16T07:15:00Z,transport-integration,5,2,0,FALSE,1,2869,20
2026-05-16T07:30:00Z,transport-integration,6,3,0,FALSE,1,2875,24
2026-05-16T07:45:00Z,transport-integration,5,3,1,FALSE,1,2880,20
2026-05-16T08:00:00Z,transport-integration,6,3,1,FALSE,1,2886,24
2026-05-16T08:15:00Z,transport-integration,5,2,0,FALSE,1,2891,20
2026-05-16T08:30:00Z,transport-integration,5,3,0,FALSE,1,2896,20
2026-05-16T08:45:00Z,transport-integration,6,3,0,FALSE,1,2902,24
2026-05-16T09:00:00Z,transport-integration,5,2,0,FALSE,1,2907,20
2026-05-16T09:15:00Z,transport-integration,5,3,0,FALSE,1,2912,20
2026-05-16T09:30:00Z,transport-integration,5,2,0,FALSE,1,2917,20
2026-05-16T09:45:00Z,transport-integration,6,3,0,FALSE,1,2923,24
2026-05-16T10:00:00Z,transport-integration,5,3,0,FALSE,1,2928,20
2026-05-16T10:15:00Z,transport-integration,5,3,0,FALSE,1,2933,20
2026-05-16T10:30:00Z,transport-integration,6,3,0,FALSE,1,2939,24
2026-05-16T10:45:00Z,transport-integration,6,3,0,FALSE,1,2945,24
2026-05-16T11:00:00Z,transport-integration,5,2,0,FALSE,1,2950,20
2026-05-16T11:15:00Z,transport-integration,5,3,0,FALSE,1,2955,20
2026-05-16T11:30:00Z,transport-integration,6,3,0,FALSE,1,2961,24
2026-05-16T11:45:00Z,transport-integration,5,2,0,FALSE,1,2966,20
2026-05-16T12:00:00Z,transport-integration,5,3,0,FALSE,1,2971,20
2026-05-16T12:15:00Z,transport-integration,6,3,0,FALSE,1,2977,24
2026-05-16T12:30:00Z,transport-integration,5,2,0,FALSE,1,2982,20
2026-05-16T12:45:00Z,transport-integration,6,3,1,FALSE,1,2988,24
2026-05-16T13:00:00Z,transport-integration,7,4,1,FALSE,1,2995,28
2026-05-16T13:15:00Z,transport-integration,6,3,0,FALSE,1,3001,24
2026-05-16T13:30:00Z,transport-integration,5,2,0,FALSE,1,3006,20
2026-05-16T13:45:00Z,transport-integration,0,0,0,FALSE,0,3006,0
2026-05-16T14:00:00Z,transport-integration,0,0,0,FALSE,0,3006,0
2026-05-16T14:15:00Z,transport-integration,0,0,0,FALSE,0,3006,0
2026-05-16T14:30:00Z,transport-integration,0,0,0,FALSE,0,3006,0
2026-05-16T14:45:00Z,transport-integration,0,0,0,FALSE,0,3006,0
2026-05-16T15:00:00Z,transport-integration,0,0,0,FALSE,0,3006,0
2026-05-16T15:15:00Z,transport-integration,0,0,0,FALSE,0,3006,0
2026-05-16T15:30:00Z,transport-integration,0,0,0,FALSE,0,3006,0
2026-05-16T15:45:00Z,transport-integration,0,0,0,FALSE,0,3006,0
2026-05-16T16:00:00Z,transport-integration,0,0,0,FALSE,0,3006,0
2026-05-16T16:15:00Z,transport-integration,0,0,0,FALSE,0,3006,0
