generated_at,profile,group,feature,completed_cross_product_records,target_records,remaining_records,progress,group_enabled,profile_records_seen,profile_successful_records,profile_success_rate
2026-05-24T06:08:10Z,large-post-three-user-http-lifecycle,novelty-http-large-post-lifecycle,cross-product:large-post-three-user-http-lifecycle,0,25,25,0,FALSE,282,14,0.04964539007092199
