generated_at,threshold,success_action_goal,lifecycle_feature,rich_list_feature,ui_signal_feature,large_doc_feature,notes_lifecycle_feature,http_lifecycle_feature,same_user_lifecycle_feature,mixed_identity_lifecycle_feature,revision_restore_feature,publish_lifecycle_feature,same_block_contention_feature,note_thread_lifecycle_feature,persistence_race_feature,ws_reconnect_background_feature,http_413_compaction_feature,post_field_boundary_feature,visible_remote_delete_feature,code_editor_embed_stability_feature,nested_table_awareness_feature,strict_ledger_feature,successful_active_editor_records,successful_active_editor_target,lifecycle_records,rich_list_lifecycle_records,ui_signal_records,large_doc_records,notes_lifecycle_records,http_lifecycle_records,same_user_lifecycle_records,mixed_identity_lifecycle_records,revision_restore_records,publish_lifecycle_records,same_block_contention_records,note_thread_lifecycle_records,persistence_race_records,ws_reconnect_background_records,http_413_compaction_records,post_field_boundary_records,visible_remote_delete_records,code_editor_embed_stability_records,nested_table_awareness_records,strict_ledger_records,progress,remaining_records,group_enabled,profile_records_seen,profile_successful_records,profile_success_rate
2026-05-23T01:31:10Z,6,success-action-users:6,cross-product:active-editors-lifecycle:users-6,cross-product:active-editors-rich-list-lifecycle:users-6,cross-product:active-editors-ui-signals:users-6,cross-product:active-editors-large-doc:users-6,cross-product:active-editors-notes-lifecycle:users-6,cross-product:active-editors-http-lifecycle:users-6,cross-product:active-editors-same-user-lifecycle:users-6,cross-product:active-editors-mixed-identity-lifecycle:users-6,cross-product:active-editors-revision-restore:users-6,cross-product:active-editors-publish-lifecycle:users-6,cross-product:active-editors-same-block-contention:users-6,cross-product:active-editors-note-thread-lifecycle:users-6,cross-product:active-editors-persistence-race:users-6,cross-product:active-editors-ws-reconnect-background:users-6,cross-product:active-editors-http-413-compaction:users-6,cross-product:active-editors-post-field-boundary:users-6,cross-product:active-editors-visible-remote-delete:users-6,cross-product:active-editors-code-editor-embed-stability:users-6,cross-product:active-editors-nested-table-awareness:users-6,cross-product:active-editors-strict-ledger:users-30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,25,FALSE,0,0,NA
2026-05-23T01:31:10Z,10,success-action-users:10,cross-product:active-editors-lifecycle:users-10,cross-product:active-editors-rich-list-lifecycle:users-10,cross-product:active-editors-ui-signals:users-10,cross-product:active-editors-large-doc:users-10,cross-product:active-editors-notes-lifecycle:users-10,cross-product:active-editors-http-lifecycle:users-6,cross-product:active-editors-same-user-lifecycle:users-6,cross-product:active-editors-mixed-identity-lifecycle:users-6,cross-product:active-editors-revision-restore:users-6,cross-product:active-editors-publish-lifecycle:users-6,cross-product:active-editors-same-block-contention:users-6,cross-product:active-editors-note-thread-lifecycle:users-6,cross-product:active-editors-persistence-race:users-6,cross-product:active-editors-ws-reconnect-background:users-6,cross-product:active-editors-http-413-compaction:users-6,cross-product:active-editors-post-field-boundary:users-6,cross-product:active-editors-visible-remote-delete:users-6,cross-product:active-editors-code-editor-embed-stability:users-6,cross-product:active-editors-nested-table-awareness:users-6,cross-product:active-editors-strict-ledger:users-30,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,FALSE,0,0,NA
2026-05-23T01:31:10Z,12,success-action-users:12,cross-product:active-editors-lifecycle:users-12,cross-product:active-editors-rich-list-lifecycle:users-12,cross-product:active-editors-ui-signals:users-12,cross-product:active-editors-large-doc:users-12,cross-product:active-editors-notes-lifecycle:users-12,cross-product:active-editors-http-lifecycle:users-6,cross-product:active-editors-same-user-lifecycle:users-6,cross-product:active-editors-mixed-identity-lifecycle:users-6,cross-product:active-editors-revision-restore:users-6,cross-product:active-editors-publish-lifecycle:users-6,cross-product:active-editors-same-block-contention:users-6,cross-product:active-editors-note-thread-lifecycle:users-6,cross-product:active-editors-persistence-race:users-6,cross-product:active-editors-ws-reconnect-background:users-6,cross-product:active-editors-http-413-compaction:users-6,cross-product:active-editors-post-field-boundary:users-6,cross-product:active-editors-visible-remote-delete:users-6,cross-product:active-editors-code-editor-embed-stability:users-6,cross-product:active-editors-nested-table-awareness:users-6,cross-product:active-editors-strict-ledger:users-30,0,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,FALSE,0,0,NA
2026-05-23T01:31:10Z,30,success-action-users:30,cross-product:active-editors-lifecycle:users-30,cross-product:active-editors-rich-list-lifecycle:users-30,cross-product:active-editors-ui-signals:users-30,cross-product:active-editors-large-doc:users-30,cross-product:active-editors-notes-lifecycle:users-30,cross-product:active-editors-http-lifecycle:users-6,cross-product:active-editors-same-user-lifecycle:users-6,cross-product:active-editors-mixed-identity-lifecycle:users-6,cross-product:active-editors-revision-restore:users-6,cross-product:active-editors-publish-lifecycle:users-6,cross-product:active-editors-same-block-contention:users-6,cross-product:active-editors-note-thread-lifecycle:users-6,cross-product:active-editors-persistence-race:users-6,cross-product:active-editors-ws-reconnect-background:users-6,cross-product:active-editors-http-413-compaction:users-6,cross-product:active-editors-post-field-boundary:users-6,cross-product:active-editors-visible-remote-delete:users-6,cross-product:active-editors-code-editor-embed-stability:users-6,cross-product:active-editors-nested-table-awareness:users-6,cross-product:active-editors-strict-ledger:users-30,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,FALSE,0,0,NA
