timestamp,event_type,reason,coverage_root,root_age_seconds,full_pass_completed,seconds_since_completed_full_pass,records_seen,current_run_records,coverage_files,materialized_active_run_dirs,materialized_running_groups,supervisor_status_counts,desired_target,desired_max,estimated_lost_seconds,estimated_lost_records
2026-05-23T05:59:19Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T042725Z,5514,1,96,11951,108,8,,,groups:8->6,2,3,0,0
2026-05-23T06:05:33Z,in_place_budget,steady,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T042725Z,5888,1,470,11951,108,8,,,groups:8->8,4,5,0,0
2026-05-23T06:07:37Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T042725Z,6012,1,59,12015,129,8,,,groups:8->6,1,2,0,0
2026-05-23T06:13:52Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T042725Z,6387,1,434,12015,129,8,,,groups:8->8,3,4,0,0
2026-05-23T06:17:59Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T042725Z,6634,1,209,12042,146,8,,,groups:8->8,5,6,0,0
2026-05-23T06:22:06Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T042725Z,6881,1,171,12069,172,8,,,groups:8->8,7,8,0,0
2026-05-23T06:24:10Z,restart,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T042725Z,7005,1,14,12091,196,8,8,8,disabled:6|running:8,9,10,14,196
2026-05-23T06:28:44Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,274,1,288,12091,0,2,,,groups:10->10,10,11,0,0
2026-05-23T06:32:51Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,521,1,535,12301,0,5,,,groups:10->6,2,3,0,0
2026-05-23T06:55:44Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,1894,1,589,12345,28,9,,,groups:9->6,1,2,0,0
2026-05-23T07:37:13Z,in_place_budget,steady,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,4383,1,165,12819,250,10,,,groups:10->10,3,4,0,0
2026-05-23T07:41:20Z,in_place_budget,steady,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,4630,1,35,12854,282,10,,,groups:10->10,4,5,0,0
2026-05-23T07:43:24Z,in_place_budget,pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,4754,1,159,12854,282,10,,,groups:10->6,3,4,0,0
2026-05-23T07:47:32Z,in_place_budget,e2e_floor_repair,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,5002,1,407,12854,282,10,,,groups:10->10,4,5,0,0
2026-05-23T07:51:39Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,5249,1,111,12883,172,9,,,groups:9->9,6,7,0,0
2026-05-23T07:55:46Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,5496,1,41,12915,198,10,,,groups:10->10,8,9,0,0
2026-05-23T07:59:53Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,5743,1,288,12915,198,10,,,groups:10->10,10,11,0,0
2026-05-23T08:12:14Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,6484,1,187,12967,252,10,,,groups:10->6,1,2,0,0
2026-05-23T08:20:29Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,6979,1,122,13008,242,10,,,groups:10->10,3,4,0,0
2026-05-23T08:26:39Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,7349,1,153,13049,281,10,,,groups:10->10,5,6,0,0
2026-05-23T08:28:44Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,7474,1,278,13049,281,10,,,groups:10->6,2,3,0,0
2026-05-23T08:41:10Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,8220,1,143,13120,311,10,,,groups:10->10,4,5,0,0
2026-05-23T08:45:17Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,8467,1,70,13142,333,10,,,groups:10->10,6,7,0,0
2026-05-23T08:49:25Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,8715,1,318,13142,333,10,,,groups:10->6,2,3,0,0
2026-05-23T08:57:42Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,9212,1,130,13197,396,10,,,groups:10->10,4,5,0,0
2026-05-23T09:03:53Z,in_place_budget,pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,9583,1,150,13225,422,10,,,groups:10->6,3,4,0,0
2026-05-23T09:10:04Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,9954,1,521,13225,422,10,,,groups:10->6,1,2,0,0
2026-05-23T09:16:18Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,10328,1,279,13254,368,6,,,groups:6->6,3,4,0,0
2026-05-23T09:20:25Z,in_place_budget,steady,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,10575,1,178,13287,384,10,,,groups:10->10,4,5,0,0
2026-05-23T09:24:32Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,10822,1,48,13308,417,10,,,groups:10->10,6,7,0,0
2026-05-23T09:28:39Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,11069,1,295,13308,417,10,,,groups:10->10,8,9,0,0
2026-05-23T09:34:50Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,11440,1,290,13338,448,10,,,groups:10->10,10,11,0,0
2026-05-23T09:41:01Z,in_place_budget,pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,11811,1,299,13370,478,10,,,groups:10->6,3,4,0,0
2026-05-23T09:45:10Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,12060,1,548,13370,478,10,,,groups:10->6,1,2,0,0
2026-05-23T09:51:28Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,12438,1,325,13401,454,6,,,groups:6->6,3,4,0,0
2026-05-23T09:55:36Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,12686,1,230,13438,470,10,,,groups:10->6,2,3,0,0
2026-05-23T10:08:04Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,13434,1,41,13497,522,10,,,groups:10->10,4,5,0,0
2026-05-23T10:10:08Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,13558,1,165,13497,522,10,,,groups:10->6,2,3,0,0
2026-05-23T10:16:23Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,13933,1,540,13497,522,10,,,groups:10->6,1,2,0,0
2026-05-23T10:22:39Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,14309,1,264,13522,530,6,,,groups:6->6,3,4,0,0
2026-05-23T10:24:43Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,14433,1,95,13556,541,10,,,groups:10->10,5,6,0,0
2026-05-23T10:26:46Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,14556,1,218,13556,541,10,,,groups:10->10,7,8,0,0
2026-05-23T10:28:50Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,14680,1,342,13556,541,10,,,groups:10->10,9,10,0,0
2026-05-23T10:30:54Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,14804,1,466,13556,541,10,,,groups:10->10,10,11,0,0
2026-05-23T10:51:28Z,in_place_budget,pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,16038,1,168,13667,661,10,,,groups:10->6,3,4,0,0
2026-05-23T10:57:39Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,16409,1,539,13667,661,10,,,groups:10->6,2,3,0,0
2026-05-23T10:59:43Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,16533,1,114,13692,621,6,,,groups:6->6,1,2,0,0
2026-05-23T11:05:57Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,16907,1,154,13720,633,10,,,groups:10->10,3,4,0,0
2026-05-23T11:08:02Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,17032,1,279,13720,633,10,,,groups:10->6,1,2,0,0
2026-05-23T11:14:20Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,17410,1,95,13733,654,10,,,groups:10->10,3,4,0,0
2026-05-23T11:18:27Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,17657,1,16,13777,690,10,,,groups:10->10,5,6,0,0
2026-05-23T11:20:31Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,17781,1,140,13777,690,10,,,groups:10->10,7,8,0,0
2026-05-23T11:22:35Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,17905,1,264,13777,690,10,,,groups:10->10,9,10,0,0
2026-05-23T11:24:39Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,18029,1,74,13802,712,10,,,groups:10->10,10,11,0,0
2026-05-23T11:32:53Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,18523,1,252,13829,738,10,,,groups:10->6,1,2,0,0
2026-05-23T12:20:43Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,21393,1,322,14028,885,10,,,groups:10->10,3,4,0,0
2026-05-23T12:24:51Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,21641,1,242,14057,912,10,,,groups:10->10,5,6,0,0
2026-05-23T12:26:55Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,21765,1,49,14086,938,10,,,groups:10->10,7,8,0,0
2026-05-23T12:28:59Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,21889,1,173,14086,938,10,,,groups:10->10,9,10,0,0
2026-05-23T12:33:06Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,22136,1,90,14111,970,10,,,groups:10->10,10,11,0,0
2026-05-23T12:49:33Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,23123,1,215,14173,1038,10,,,groups:10->6,2,3,0,0
2026-05-23T13:12:23Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,24493,1,215,14282,954,10,,,groups:10->6,1,2,0,0
2026-05-23T13:18:40Z,in_place_budget,steady,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,24870,1,592,14282,954,10,,,groups:10->10,3,4,0,0
2026-05-23T13:26:55Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,25365,1,88,14354,972,10,,,groups:10->10,5,6,0,0
2026-05-23T13:33:06Z,in_place_budget,pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,25736,1,61,14379,1000,10,,,groups:10->6,3,4,0,0
2026-05-23T13:37:14Z,in_place_budget,steady,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,25984,1,309,14379,1000,6,,,groups:6->6,4,5,0,0
2026-05-23T13:45:28Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,26478,1,225,14410,985,10,,,groups:10->6,2,3,0,0
2026-05-23T14:27:01Z,in_place_budget,steady,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,28971,1,159,14600,1162,10,,,groups:10->10,4,5,0,0
2026-05-23T14:33:11Z,in_place_budget,pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,29341,1,165,14630,1192,10,,,groups:10->6,3,4,0,0
2026-05-23T14:35:16Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,29466,1,290,14630,1192,6,,,groups:6->6,2,3,0,0
2026-05-23T14:39:26Z,in_place_budget,modest_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,29716,1,540,14630,1192,10,,,groups:10->10,4,5,0,0
2026-05-23T14:43:34Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,29964,1,188,14659,1118,10,,,groups:10->6,2,3,0,0
2026-05-23T15:16:44Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,31954,1,341,14789,1227,10,,,groups:10->6,1,2,0,0
2026-05-23T15:25:18Z,in_place_budget,steady,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,32468,1,92,14843,1290,10,,,groups:10->10,3,4,0,0
2026-05-23T15:29:26Z,in_place_budget,disk_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T062410Z,32716,1,340,14843,1290,10,,,groups:10->6,2,3,0,0
2026-05-23T16:55:45Z,restart,missing_monitor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T165446Z,59,1,229,15250,1589,,0,0,unknown,2,3,229,1589
2026-05-23T17:00:01Z,restart,missing_monitor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T165545Z,256,1,485,15250,0,0,0,0,starting:10,2,3,485,15250
2026-05-23T17:04:05Z,restart,missing_monitor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T170014Z,231,1,729,15250,0,1,1,1,running:1|starting:9,9,10,729,15250
2026-05-23T18:00:07Z,restart,missing_monitor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T170419Z,3348,1,615,16413,86,11,11,11,disabled:9|error:1|paused-startup-stall:1|running:11,9,10,615,86
2026-05-23T19:58:26Z,in_place_budget,disk_high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T180044Z,7062,1,316,17856,237,19,,,groups:20->6,1,2,0,0
2026-05-24T00:18:44Z,restart,missing_monitor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260523T180044Z,22680,1,627,20434,1189,,0,0,unreadable,1,1,627,1189
2026-05-24T07:34:05Z,in_place_budget,disk_severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T032127Z,15158,1,95,1941,0,1,,,groups:1->0,0,0,0,0
2026-05-24T07:37:29Z,restart,materialization_invariant_failed,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T032127Z,15362,1,299,1943,2,1,0,0,disabled:25,3,4,299,2
2026-05-24T07:40:11Z,in_place_budget,disk_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T073729Z,162,1,161,1943,0,0,,,groups:5->3,2,3,0,0
2026-05-24T08:29:28Z,restart,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T073729Z,3119,1,114,2258,1,1,1,1,disabled:10|running:1,4,5,114,1
2026-05-24T08:34:09Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T082929Z,280,1,395,2258,0,1,,,groups:9->9,6,7,0,0
2026-05-24T08:36:13Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T082929Z,404,1,519,2378,0,3,,,groups:9->9,8,9,0,0
2026-05-24T08:44:27Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T082929Z,898,1,94,2378,20,8,,,groups:21->21,10,11,0,0
2026-05-24T08:46:31Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T082929Z,1022,1,218,2575,20,9,,,groups:20->6,2,3,0,0
2026-05-24T08:48:35Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T082929Z,1146,1,39,2575,8,4,,,groups:20->20,4,5,0,0
2026-05-24T08:50:38Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T082929Z,1269,1,162,2575,8,6,,,groups:20->20,6,7,0,0
2026-05-24T08:54:46Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T082929Z,1517,1,166,2589,23,10,,,groups:21->6,1,2,0,0
2026-05-24T10:07:09Z,restart,materialization_invariant_failed,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T082929Z,5860,1,1,3385,0,0,0,0,disabled:21|paused-startup-stall:1,3,4,1,3385
2026-05-24T10:25:04Z,restart,materialization_invariant_failed,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T100709Z,1075,1,35,3820,0,0,0,0,disabled:1,3,4,35,3820
2026-05-24T10:41:46Z,restart,materialization_invariant_failed,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T102504Z,1002,1,52,3834,0,0,0,0,disabled:1,5,6,52,3834
2026-05-24T11:02:34Z,restart,e2e_floor_repair,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T104146Z,1248,1,25,4017,47,6,6,6,disabled:4|running:6,7,8,25,47
2026-05-24T11:23:29Z,restart,e2e_floor_repair,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T110234Z,1255,1,41,4073,1,1,1,1,disabled:2|running:1,9,10,41,1
2026-05-24T16:59:09Z,restart,materialization_invariant_failed,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T112329Z,20140,1,166,4675,3,1,1,1,disabled:19|running:1,2,2,166,3
2026-05-24T17:16:55Z,in_place_budget,disk_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T170849Z,486,1,88,4860,0,2,,,groups:2->2,1,2,0,0
2026-05-24T22:49:49Z,restart,materialization_invariant_failed,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T170849Z,20460,1,15,5375,0,0,0,0,disabled:14,1,2,15,5375
2026-05-24T23:07:31Z,restart,materialization_invariant_failed,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T225023Z,1028,1,3,5471,4,1,1,1,disabled:3|running:1,2,3,3,4
2026-05-24T23:26:37Z,restart,materialization_invariant_failed,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T230731Z,1146,1,5,5733,6,1,1,1,disabled:12|running:1,2,2,5,6
2026-05-24T23:31:06Z,in_place_budget,disk_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T232637Z,269,1,274,5772,0,1,,,groups:4->2,1,2,0,0
2026-05-25T00:39:08Z,restart,materialization_invariant_failed,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260524T233924Z,3584,1,196,6002,0,1,1,1,disabled:2|running:1,3,4,196,6002
2026-05-25T00:45:54Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T003908Z,406,1,602,6064,0,1,,,groups:6->6,5,6,0,0
2026-05-25T00:52:05Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T003908Z,777,1,289,6212,5,5,,,groups:7->7,7,8,0,0
2026-05-25T00:56:54Z,restart,materialization_invariant_failed,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T003908Z,1066,1,272,6212,0,7,7,7,disabled:2|running:7,9,10,272,6212
2026-05-25T01:05:34Z,in_place_budget,large_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T005746Z,468,1,792,6212,0,0,,,groups:28->7,3,4,0,0
2026-05-25T01:07:37Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T005746Z,591,1,915,6212,0,1,,,groups:7->7,5,6,0,0
2026-05-25T01:09:41Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T005746Z,715,1,1039,6957,0,3,,,groups:28->28,7,8,0,0
2026-05-25T01:11:45Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T005746Z,839,1,1163,6957,0,5,,,groups:28->28,9,10,0,0
2026-05-25T01:13:49Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T005746Z,963,1,101,6957,9,7,,,groups:28->28,10,11,0,0
2026-05-25T01:17:56Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T005746Z,1210,1,348,6982,25,10,,,groups:12->3,2,3,0,0
2026-05-25T01:22:03Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T005746Z,1457,1,47,6982,23,5,,,groups:10->10,4,5,0,0
2026-05-25T01:24:07Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T005746Z,1581,1,171,6982,23,7,,,groups:8->8,6,7,0,0
2026-05-25T01:26:11Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T005746Z,1705,1,295,6982,23,8,,,groups:8->8,8,9,0,0
2026-05-25T01:28:15Z,restart,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T005746Z,1829,1,419,7044,38,8,8,9,disabled:19|recovering:1|running:8,10,11,419,38
2026-05-25T01:39:06Z,in_place_budget,large_headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,195,1,1070,7044,0,0,,,groups:10->6,3,4,0,0
2026-05-25T01:41:10Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,319,1,1194,7044,0,1,,,groups:6->6,5,6,0,0
2026-05-25T01:47:21Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,690,1,1565,7756,0,6,,,groups:11->11,7,8,0,0
2026-05-25T01:49:25Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,814,1,1689,7756,0,9,,,groups:11->6,2,3,0,0
2026-05-25T01:53:32Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,1061,1,1936,7787,11,5,,,groups:7->7,4,5,0,0
2026-05-25T01:55:36Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,1185,1,2060,7787,11,6,,,groups:10->10,6,7,0,0
2026-05-25T01:59:44Z,in_place_budget,high_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,1433,1,38,7787,18,10,,,groups:10->7,2,3,0,0
2026-05-25T02:12:05Z,in_place_budget,e2e_floor_repair,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,2174,1,779,7877,22,8,,,groups:10->10,4,5,0,0
2026-05-25T02:14:10Z,in_place_budget,severe_pressure,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,2299,1,44,7877,18,10,,,groups:10->6,1,2,0,0
2026-05-25T02:24:35Z,in_place_budget,e2e_floor_repair,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,2924,1,669,7983,13,8,,,groups:8->8,3,4,0,0
2026-05-25T02:28:42Z,in_place_budget,e2e_floor_repair,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,3171,1,916,8023,49,6,,,groups:6->6,5,6,0,0
2026-05-25T02:32:49Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,3418,1,1163,8023,49,9,,,groups:9->9,7,8,0,0
2026-05-25T02:35:14Z,restart,materialization_invariant_failed,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T013551Z,3563,1,136,8023,17,6,6,6,disabled:11|running:6,9,10,136,17
2026-05-25T02:37:48Z,in_place_budget,headroom,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T023514Z,154,1,290,8023,0,0,,,groups:6->6,3,4,0,0
2026-05-25T02:39:51Z,in_place_budget,coverage_breadth_floor,/media/volume/danluu-fuzz-data/rtc-coverage-guided-20260515/run-20260525T023514Z,277,1,413,8023,0,2,,,groups:6->6,5,6,0,0
